,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalSpend,Churn,Codigo
4761,8224-KDLKN,Masculino,0,Yes,Yes,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,25.0,1738.9,No,
5420,7929-SKFGK,Masculino,0,Yes,No,70,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,114.3,8244.3,No,
1049,8329-IBCTI,Feminino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.65,19.65,Yes,
626,5016-IBERQ,Masculino,0,Yes,No,23,Yes,Yes,Fibra,No,Yes,Yes,No,No,No,Mensal,No,BoletoEletronico,84.25,1968.1,No,
1669,5405-ZMYXQ,Feminino,0,No,No,8,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,74.6,548.9,No,
210,7841-TZDMQ,Masculino,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,46.0,84.5,Yes,
3126,9754-CLVZW,Feminino,0,Yes,Yes,26,No,SemTelefone,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,CartaoCredito,38.85,1025.15,No,
6000,9503-XJUME,Masculino,0,No,Yes,52,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,19.65,928.4,No,
2226,3298-QEICA,Feminino,0,Yes,Yes,23,No,SemTelefone,DSL,Yes,No,No,Yes,No,No,2 anos,No,BoletoImpresso,34.6,813.45,No,
51,9420-LOJKX,Feminino,0,No,No,15,Yes,No,Fibra,Yes,Yes,No,No,Yes,Yes,Mensal,Yes,CartaoCredito,99.1,1426.4,Yes,
1109,3391-JSQEW,Masculino,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,BoletoImpresso,50.15,2058.5,No,
1617,4939-KYYPY,Masculino,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Mensal,No,BoletoEletronico,59.45,1611.65,No,
6725,2061-VVFST,Feminino,0,Yes,No,37,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.5,805.2,No,
4222,6480-YAGIY,Masculino,0,No,No,45,Yes,No,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,Anual,No,CartaoCredito,112.2,5031.85,No,
1543,0330-IVZHA,Feminino,0,Yes,No,5,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,BoletoEletronico,69.95,330.15,Yes,
4907,7161-DFHUF,Feminino,0,Yes,No,71,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,23.85,1672.1,No,
6177,1260-TTRXI,Masculino,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Mensal,No,BoletoEletronico,54.3,195.3,Yes,
5981,8577-QSOCG,Feminino,0,Yes,Yes,38,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,BoletoImpresso,20.2,746.05,No,
2284,8963-JLGJT,Masculino,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Mensal,No,BoletoImpresso,55.9,157.55,No,
6431,3266-FTKHB,Masculino,0,No,No,17,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.15,343.45,No,
4582,6122-LJADA,Masculino,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,90.15,6237.05,No,
3509,8710-YGLWG,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,44.9,44.9,No,
2318,6463-HHXJR,Feminino,0,Yes,Yes,71,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,No,2 anos,No,DebitoAutomatico,100.5,7030.65,No,
3463,9576-SYUHJ,Masculino,0,No,No,37,Yes,Yes,Fibra,Yes,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,91.15,3369.25,No,
5462,9289-LBQVU,Masculino,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Anual,Yes,BoletoImpresso,70.15,4480.7,No,
2991,2207-QPJED,Feminino,1,Yes,No,37,Yes,No,Fibra,No,No,Yes,Yes,Yes,No,Mensal,No,BoletoEletronico,90.0,3371.75,No,
1840,6990-YNRIO,Masculino,0,Yes,Yes,65,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,DebitoAutomatico,108.65,6937.95,Yes,
6280,0489-WMEMG,Feminino,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,Anual,Yes,BoletoEletronico,49.45,1119.35,No,
2057,2189-UXTKY,Feminino,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,79.2,1742.75,Yes,
1864,7105-MXJLL,Feminino,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Anual,No,BoletoImpresso,60.7,1597.4,No,
705,7133-VBDCG,Feminino,0,No,No,25,Yes,No,Fibra,Yes,Yes,No,No,No,No,Mensal,Yes,DebitoAutomatico,79.85,2015.35,Yes,
6254,9933-QRGTX,Feminino,0,Yes,No,60,Yes,No,Fibra,Yes,No,No,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,97.2,5611.75,No,
2069,6356-ELRKD,Feminino,0,No,No,1,Yes,No,Fibra,Yes,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,95.6,95.6,Yes,
5859,2194-IIQOF,Feminino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,89.3,6388.65,No,
4558,8063-GBATB,Feminino,1,No,No,27,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,85.25,2287.25,Yes,
5547,9611-CTWIH,Feminino,0,No,No,3,Yes,No,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,89.45,240.45,Yes,
527,3571-DPYUH,Masculino,0,Yes,Yes,58,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,No,Anual,Yes,CartaoCredito,94.7,5430.35,No,
1533,8519-QJGJD,Feminino,0,No,No,14,Yes,No,Fibra,No,No,Yes,No,No,No,Mensal,No,BoletoEletronico,75.35,1025.95,Yes,
565,5846-NEQVZ,Masculino,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,Yes,CartaoCredito,70.85,4973.4,No,
1620,6022-KOUQO,Feminino,0,Yes,Yes,2,No,SemTelefone,DSL,No,No,No,Yes,No,No,Mensal,No,DebitoAutomatico,29.05,44.75,No,
2268,7205-BAIAD,Feminino,0,No,No,40,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,DebitoAutomatico,20.6,827.3,No,
640,9574-BOSMD,Masculino,0,Yes,Yes,68,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,25.4,1620.2,No,
4590,4884-TVUQF,Feminino,1,No,No,57,Yes,Yes,Fibra,Yes,No,Yes,Yes,No,Yes,2 anos,No,CartaoCredito,101.3,5779.6,No,
730,6439-GTPCA,Feminino,0,No,No,45,Yes,Yes,Fibra,No,No,Yes,Yes,No,No,Mensal,Yes,BoletoEletronico,87.25,3941.7,Yes,
6566,3795-CAWEX,Masculino,0,Yes,Yes,70,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,116.55,8152.3,No,
4447,7821-DPRQE,Masculino,0,Yes,No,68,Yes,Yes,Fibra,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,107.7,7320.9,No,
325,4983-CLMLV,Feminino,0,Yes,No,52,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,CartaoCredito,102.7,5138.1,No,
6728,2380-DAMQP,Feminino,0,Yes,No,72,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoEletronico,115.15,8349.7,No,
290,7534-BFESC,Masculino,1,No,No,24,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,76.1,1712.7,Yes,
1886,6695-FRVEC,Masculino,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,2 anos,Yes,DebitoAutomatico,60.4,3953.7,No,
5180,0361-HJRDX,Feminino,0,No,No,68,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,64.35,4539.6,No,
1683,0354-VXMJC,Masculino,0,Yes,Yes,23,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.6,426.65,No,
4149,6559-ILWKJ,Masculino,0,Yes,No,71,No,SemTelefone,DSL,No,Yes,No,No,Yes,Yes,2 anos,No,BoletoEletronico,49.35,3515.25,Yes,
4641,9895-VFOXH,Feminino,0,No,No,1,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,24.4,24.4,No,
1945,8229-BUJHX,Feminino,0,Yes,Yes,71,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,20.5,1500.95,No,
6255,4476-OSWTN,Masculino,1,Yes,No,69,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,BoletoImpresso,110.55,7610.1,No,
5105,2995-UPRYS,Feminino,1,Yes,No,40,Yes,No,Fibra,No,Yes,No,Yes,Yes,Yes,Anual,Yes,CartaoCredito,99.2,4062.2,Yes,
4335,9208-OLGAQ,Feminino,1,No,No,18,Yes,No,Fibra,No,No,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,84.95,1443.65,No,
864,4124-MMETB,Masculino,0,No,No,22,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,CartaoCredito,94.65,2104.55,Yes,
5740,8882-TLVRW,Masculino,0,Yes,Yes,69,No,SemTelefone,DSL,Yes,No,Yes,Yes,No,No,2 anos,No,BoletoImpresso,39.1,2779.5,No,
5960,2957-JIRMN,Feminino,1,No,No,62,Yes,Yes,Fibra,No,No,No,No,Yes,No,Anual,No,BoletoEletronico,84.45,4959.15,No,
4758,3646-ITDGM,Feminino,0,No,No,56,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,19.7,1051.9,No,
4886,2673-ZALNP,Feminino,0,No,No,7,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.9,173.15,No,
4939,9975-SKRNR,Masculino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,18.9,18.9,No,
4126,3724-UCSHY,Masculino,0,Yes,Yes,6,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.55,122.9,No,
371,0259-GBZSH,Masculino,0,No,No,2,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,85.65,181.5,Yes,
3985,7130-CTCUS,Masculino,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,DebitoAutomatico,54.55,825.1,No,
2698,8150-QUDFX,Masculino,0,No,No,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.85,51.6,No,
4679,8218-FFJDS,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,86.4,6058.95,No,
1562,8259-NFJTV,Feminino,0,Yes,Yes,7,No,SemTelefone,DSL,Yes,No,No,Yes,No,No,Mensal,No,BoletoImpresso,34.65,246.6,No,
2751,7909-FIOIY,Feminino,0,Yes,Yes,19,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,24.85,434.8,No,
6128,3317-VLGQT,Feminino,0,Yes,No,14,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,78.1,1122.4,No,
5414,2722-VOJQL,Masculino,0,No,No,64,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,Yes,Anual,Yes,CartaoCredito,105.65,6903.1,Yes,
4836,0584-BJQGZ,Feminino,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mensal,Yes,DebitoAutomatico,78.35,1837.9,No,
1921,6732-VAILE,Masculino,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,85.95,5931.75,No,
6376,1302-TPUBN,Masculino,0,No,No,66,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,19.35,1240.8,No,
1783,8380-PEFPE,Masculino,0,No,Yes,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,71.65,71.65,Yes,
4774,7402-PWYJJ,Feminino,0,Yes,No,53,Yes,Yes,Fibra,No,No,No,Yes,No,Yes,Anual,Yes,BoletoEletronico,91.15,4862.5,No,
3076,4250-FDVOU,Feminino,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,No,BoletoEletronico,56.25,389.1,Yes,
4696,9128-CPXKI,Feminino,0,No,No,59,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,2 anos,No,BoletoEletronico,95.8,5655.45,No,
3260,4183-WCSEP,Masculino,0,No,No,31,Yes,No,Fibra,No,Yes,No,Yes,No,No,Mensal,Yes,BoletoEletronico,78.45,2435.15,Yes,
122,0404-SWRVG,Masculino,0,No,No,3,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.4,229.55,Yes,
479,6227-HWPWX,Feminino,0,No,Yes,15,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,DebitoAutomatico,69.0,994.8,Yes,
1632,1899-VXWXM,Masculino,0,No,No,48,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Anual,Yes,CartaoCredito,106.1,5082.8,Yes,
6796,8450-JOVAH,Masculino,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Mensal,No,BoletoImpresso,56.7,113.55,Yes,
2879,4550-VBOFE,Masculino,1,Yes,No,70,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,102.95,7101.5,Yes,
1436,9546-CQJSU,Feminino,0,No,No,2,Yes,Yes,Fibra,No,No,Yes,No,Yes,No,Mensal,Yes,BoletoEletronico,91.4,193.6,Yes,
6186,4789-KWMXN,Masculino,0,Yes,No,47,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,CartaoCredito,110.85,5275.8,Yes,
940,0835-DUUIQ,Feminino,0,No,Yes,24,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,DebitoAutomatico,21.05,531.55,No,
3366,1855-AGAWH,Masculino,0,Yes,No,31,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,93.8,2939.8,No,
6853,9079-YEXQJ,Feminino,0,No,No,54,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,Mensal,No,BoletoEletronico,111.1,6014.85,Yes,
439,3577-AMVUX,Masculino,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Mensal,No,BoletoImpresso,55.05,55.05,No,
847,2316-ESMLS,Feminino,0,Yes,Yes,12,No,SemTelefone,DSL,Yes,No,No,Yes,No,No,Anual,No,CartaoCredito,33.15,444.75,No,
4634,9426-SXNHE,Feminino,0,No,No,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,18.75,53.15,No,
3208,8550-XSXUQ,Masculino,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Anual,Yes,CartaoCredito,70.55,3420.5,No,
7010,0723-DRCLG,Feminino,1,Yes,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.45,74.45,Yes,
3881,2176-OSJUV,Masculino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2 anos,No,DebitoAutomatico,65.15,4681.75,No,
1173,0107-WESLM,Masculino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoEletronico,19.85,19.85,Yes,
4127,8626-XHBIE,Masculino,0,No,Yes,56,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,BoletoImpresso,24.8,1424.2,No,
2549,0188-GWFLE,Masculino,0,No,No,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.05,33.7,No,
4698,8166-ZZTFS,Feminino,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,80.55,5265.1,Yes,
6143,5774-QPLTF,Masculino,0,Yes,Yes,50,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,20.35,938.95,No,
4626,0929-PECLO,Feminino,1,No,No,63,Yes,Yes,Fibra,No,No,Yes,No,No,Yes,Mensal,Yes,DebitoAutomatico,89.6,5538.8,No,
2887,5696-QURRL,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,45.05,45.05,Yes,
5391,8124-NZVGJ,Feminino,0,No,No,6,No,SemTelefone,DSL,No,No,No,Yes,Yes,Yes,Anual,Yes,BoletoImpresso,49.25,255.6,No,
279,4130-MZLCC,Feminino,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,No,DebitoAutomatico,50.55,244.75,No,
4296,4489-SNOJF,Feminino,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Mensal,No,BoletoEletronico,72.25,2568.55,Yes,
2115,8984-HPEMB,Feminino,0,No,No,71,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,118.65,8477.6,No,
3757,4615-PIVVU,Feminino,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,2 anos,No,CartaoCredito,66.5,2762.75,No,
6875,6848-HJTXY,Feminino,0,Yes,No,64,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.45,1208.6,No,
6081,8757-TFHHJ,Masculino,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,CartaoCredito,49.8,49.8,No,
4463,4603-JANFB,Masculino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.85,69.85,Yes,
2534,8565-HBFNN,Masculino,0,Yes,No,69,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,No,Yes,Anual,Yes,CartaoCredito,107.2,7317.1,No,
2107,7422-WNBTY,Masculino,0,Yes,No,33,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,93.35,3092,No,
1101,4712-UYOOI,Feminino,0,Yes,Yes,20,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoEletronico,20.0,417.65,No,
4371,3372-CDXFJ,Masculino,0,Yes,Yes,13,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,DebitoAutomatico,24.5,343.6,No,
2794,5353-WILCI,Feminino,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,No,BoletoEletronico,56.05,1522.65,No,
4801,0988-AADSA,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2 anos,No,DebitoAutomatico,80.85,5824.75,No,
577,8270-RKSAP,Masculino,0,No,No,9,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,70.5,597.9,No,
59,5954-BDFSG,Feminino,0,No,No,72,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,107.5,7853.7,No,
4342,5792-JALQC,Feminino,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,2 anos,No,DebitoAutomatico,59.85,3103.25,No,
787,2202-OUTMO,Feminino,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Mensal,Yes,DebitoAutomatico,60.85,2003.6,No,
3538,9028-LIHRP,Masculino,0,Yes,Yes,71,Yes,No,Fibra,Yes,Yes,Yes,Yes,Yes,No,2 anos,No,CartaoCredito,100.2,7209,No,
5008,9150-KPBJQ,Feminino,0,No,No,6,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.65,116.85,No,
2881,4003-OCTMP,Feminino,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Anual,Yes,BoletoEletronico,64.0,1910.75,No,
6089,8775-LHDJH,Feminino,1,Yes,No,1,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,90.6,90.6,Yes,
2317,6770-UAYGJ,Feminino,0,Yes,Yes,49,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,25.25,1211.65,No,
1370,7596-IIWYC,Feminino,0,No,No,27,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,DebitoAutomatico,20.25,538.2,No,
1183,0887-WBJVH,Feminino,0,Yes,No,53,Yes,No,Fibra,No,No,No,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,93.45,4872.2,No,
1883,8840-DQLGN,Feminino,1,Yes,No,35,Yes,Yes,Fibra,Yes,Yes,No,Yes,Yes,No,Mensal,Yes,DebitoAutomatico,100.5,3653.35,Yes,
6462,8413-VONUO,Masculino,0,No,No,2,Yes,No,Fibra,No,Yes,No,No,Yes,Yes,Mensal,No,BoletoEletronico,95.65,167.3,Yes,
1894,9281-PKKZE,Feminino,0,Yes,No,46,No,SemTelefone,DSL,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,43.95,2007.85,No,
2575,5186-PEIZU,Feminino,0,No,No,35,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.25,617.65,No,
6561,6339-YPSAH,Masculino,0,No,No,9,Yes,No,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,73.8,704.3,No,
5973,2324-EFHVG,Masculino,0,No,No,64,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,104.4,6692.65,No,
184,1918-ZBFQJ,Feminino,0,No,No,13,Yes,No,Fibra,No,Yes,Yes,No,No,No,Mensal,Yes,BoletoEletronico,79.25,1111.65,Yes,
1565,6968-GMKPR,Feminino,0,No,No,55,Yes,No,Fibra,No,Yes,Yes,No,No,No,Mensal,Yes,BoletoEletronico,81.55,4509.5,No,
1871,3062-ICYZQ,Feminino,0,Yes,Yes,51,Yes,Yes,Fibra,Yes,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,93.8,4539.35,No,
420,2233-FAGXV,Feminino,0,Yes,Yes,5,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoImpresso,24.3,132.25,No,
5832,6017-PPLPX,Masculino,0,Yes,Yes,20,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,70.45,1470.95,Yes,
553,1982-FEBTD,Feminino,0,Yes,Yes,23,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,CartaoCredito,25.6,514.75,No,
1732,9705-IOVQQ,Masculino,1,Yes,Yes,61,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Anual,No,BoletoEletronico,99.0,5969.3,No,
2138,6288-CHQJB,Feminino,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,No,DebitoAutomatico,69.95,3871.85,No,
6542,3315-TOTBP,Masculino,0,No,No,15,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,76.0,1130.85,Yes,
6073,6096-EGVTU,Feminino,0,Yes,Yes,64,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,24.9,1595.5,No,
443,2937-FTHUR,Feminino,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Mensal,No,BoletoEletronico,64.8,1166.7,No,
6497,4062-HBMOS,Masculino,0,No,No,52,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,103.05,5364.8,No,
1608,2387-KDZQY,Masculino,0,No,No,17,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,20.1,279.5,No,
6450,4609-KNNWG,Feminino,0,Yes,Yes,27,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.9,550.1,No,
1765,0409-WTMPL,Feminino,0,Yes,No,58,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Anual,Yes,CartaoCredito,110.65,6526.65,No,
1586,3766-EJLFL,Feminino,0,Yes,Yes,68,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,109.05,7508.55,No,
3313,4232-JGKIY,Masculino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoEletronico,19.2,19.2,No,
5328,0334-ZFJSR,Feminino,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Anual,Yes,CartaoCredito,66.05,3462.1,No,
181,6582-OIVSP,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,45.3,45.3,No,
5786,8661-BOYNW,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,84.4,6096.45,No,
794,4257-GAESD,Feminino,0,No,No,6,No,SemTelefone,DSL,No,No,No,No,Yes,Yes,Mensal,No,CartaoCredito,45.0,298.7,No,
